X	Y	Species	Type	Diam	Height
25.0480672598278	4.34992976527428	PIAB	Adult	29.6028194150925	0
25.9277658970677	6.67084334476385	PIAB	Adult	19.0985931710274	0
24.7571141893786	7.58210547064664	PIAB	Adult	13.687325105903	0
24.9067341237896	8.13578091998352	PIAB	Snag	15.278874536822	0
25.6785841031233	8.34443476324668	PIAB	Snag	21.326762374314	0
25.3078152531016	11.0216784612858	PIAB	Adult	23.2366216914167	0
26.0936809606719	12.0089962272905	PIAB	Snag	22.9183118052329	0
29.1493165697175	14.9583856794634	PIAB	Adult	16.5521140815571	0
29.1235619910512	17.406871451647	PIAB	Snag	22.2816920328653	0
26.9596381621595	17.4458219425869	PIAB	Adult	19.0985931710274	0
25.1587506580036	18.2571546743857	PIAB	Adult	26.4197205532546	0
22.618053501712	20.6396376777557	PIAB	Adult	31.1943688460115	0
20.2727533863435	22.2396883735782	PIAB	Snag	14.0056349920868	0
19.8639420753389	22.8034163128468	PIAB	Snag	28.6478897565412	0
18.2507251387506	26.2819430056843	PIAB	Snag	27.6929600979898	0
18.3943378599943	26.5019051917479	PIAB	Snag	22.2816920328653	0
18.6177668478485	27.2767992469599	PIAB	Adult	26.4197205532546	0
18.189498132444	34.5173021529918	PIAB	Adult	31.8309886183791	0
17.5612642829437	34.528611625894	PIAB	Adult	32.4676083907466	0
13.121860096413	36.1663644739892	PIAB	Snag	23.8732414637843	0
10.4593047032176	35.6579302890459	PIAB	Snag	23.8732414637843	0
11.5567157700643	42.3145979770925	PIAB	Snag	26.1014106670708	0
16.7922748622441	46.1149244299741	PIAB	Snag	21.0084524881302	0
13.9543583086779	47.5012991295662	PIAB	Snag	13.687325105903	0
20.1053661462283	51.7302431821008	QURA	Adult	39.7887357729738	0
19.2313959945386	45.8484677974484	PIAB	Snag	22.2816920328653	0
18.7167383971318	44.4111739255604	PIAB	Snag	22.9183118052329	0
19.6999965585201	44.7272947414895	PIAB	Adult	23.2366216914167	0
21.2253825558873	40.2488857673598	PIAB	Adult	21.326762374314	0
22.9401586986642	34.6543306985986	PIAB	Adult	28.0112699841736	0
23.7858132998081	35.0842030879576	PIAB	Adult	30.5577490736439	0
23.8313094105979	29.8535183486529	PIAB	Snag	22.9183118052329	0
23.4144888425144	29.972295223386	PIAB	Snag	22.9183118052329	0
24.5908636085078	25.5001699846471	PIAB	Adult	17.1887338539247	0
28.5796963445391	25.9847386457841	PIAB	Adult	33.7408479354818	0
28.2143832276124	21.2065435568802	PIAB	Adult	30.5577490736439	0
31.0485873300931	23.4922773412545	PIAB	Adult	28.6478897565412	0
33.2983297752289	24.3419737544609	PIAB	Snag	20.6901426019464	0
31.4219065259895	28.7154234109912	PIAB	Adult	29.9211293012763	0
30.9212663643339	28.0567922028713	PIAB	Adult	23.8732414637843	0
30.0258297369437	28.7405520406901	PIAB	Adult	26.7380304394384	0
27.30948689246	29.1232670640456	PIAB	Adult	27.0563403256222	0
24.5021509189319	39.9673529886641	PIAB	Adult	27.0563403256222	0
25.6730729721385	42.9506666238885	PIAB	Adult	25.4647908947033	0
23.7365923285324	43.9869883144856	PIAB	Adult	19.0985931710274	0
24.3908557592586	45.4217696375563	PIAB	Adult	20.0535228295788	0
25.8627385990039	45.7290960288956	PIAB	Adult	24.8281711223357	0
26.3831233495584	43.6055278282729	PIAB	Adult	19.0985931710274	0
27.1709863911601	44.7040834420477	PIAB	Snag	22.2816920328653	0
29.5205577379602	47.2210871067946	PIAB	Adult	14.0056349920868	0
30.0990088527687	48.3234125192976	PIAB	Adult	13.3690152197192	0
33.3717680219779	47.8194100202527	PIAB	Adult	9.54929658551372	0
35.1926674403003	48.1204571240814	PIAB	Snag	17.5070437401085	0
34.0100110076819	48.3642909799819	PIAB	Snag	19.735212943395	0
29.919356801598	46.1011714507476	PIAB	Snag	22.2816920328653	0
29.0974561148541	43.1115745718707	PIAB	Snag	28.6478897565412	0
28.1539676980537	41.1256300285459	PIAB	Snag	21.326762374314	0
28.7659069705041	36.3298444312532	PIAB	Adult	28.6478897565412	0
29.7929405785835	35.1986206850852	PIAB	Snag	21.0084524881302	0
31.0434014515777	34.8422917409916	PIAB	Snag	21.6450722604978	0
35.3614942351342	38.102782384376	PIAB	Snag	27.0563403256222	0
33.7803066701235	43.3611073296634	PIAB	Snag	18.4619733986599	0
34.8433783472574	44.2321631615632	PIAB	Snag	23.8732414637843	0
37.1509022094324	44.4131786660873	PIAB	Snag	27.374650211806	0
38.463425107293	47.5052202034858	QURO	Adult	37.5605665696873	0
37.2169710751332	48.0840227413573	PIAB	Adult	19.0985931710274	0
42.9050939744775	49.8733029188006	PIAB	Adult	25.4647908947033	0
45.9266655695683	50.9316613680567	PIAB	Adult	25.4647908947033	0
48.292239501483	54.3385752418544	PIAB	Snag	31.8309886183791	0
51.8784989697524	59.6151765614632	PIAB	Snag	18.4619733986599	0
51.5595086081084	61.2900228505605	PIAB	Adult	19.0985931710274	0
49.6290355266319	62.6600478230976	QURO	Adult	14.6422547644544	0
47.0302956875021	61.8166253454983	PIAB	Adult	19.0985931710274	0
46.8288930712079	62.2653447893681	PIAB	Adult	22.9183118052329	0
46.2009257874815	66.1712265509996	PIAB	Snag	19.735212943395	0
43.5921773224909	64.7716173163499	PIAB	Snag	18.7802832848437	0
43.8493692472839	63.542977575853	QURO	Adult	14.0056349920868	0
41.3667452313675	69.1513446946628	PIAB	Snag	21.6450722604978	0
36.3906908805002	68.1281666201539	PIAB	Snag	17.1887338539247	0
35.7344313806607	66.5821460797451	PIAB	Snag	24.1915513499681	0
34.8467378583809	63.8162800605642	PIAB	Snag	18.7802832848437	0
36.8055064637228	67.8981530953897	PIAB	Snag	18.7802832848437	0
37.8966018392894	70.326537337387	PIAB	Snag	20.6901426019464	0
42.763076899173	73.0207949291798	PIAB	Adult	12.7323954473516	0
42.4160627270976	73.1383139930549	PIAB	Adult	27.0563403256222	0
41.4328114823802	72.8221888305852	PIAB	Adult	15.9154943091895	0
40.9401848035777	72.6085074676666	PIAB	Adult	21.6450722604978	0
40.9404522744444	76.5030833058991	PIAB	Adult	11.1408460164327	0
40.216662071638	78.964132033987	PIAB	Snag	12.7323954473516	0
