X	Y	Species	Type	Diam	Height
43.4367696082045	5.83466543164104	PINE	Adult	29.6028194150925	0
41.2311102177991	3.53741659614025	PINE	Adult	35.6507072525846	0
41.8213012791894	9.20179694343824	PINE	Adult	27.374650211806	0
42.0626601381446	7.08327866741456	PINE	Adult	32.7859182769304	0
41.7434466259947	12.6526694830391	PINE	Adult	36.2873270249521	0
40.0582658504209	12.1264774354058	PINE	Adult	32.7859182769304	0
31.7359439977954	15.2798926734249	PINE	Snag	23.8732414637843	0
32.6992116580805	14.4837278801133	PINE	Snag	27.6929600979898	0
32.0969794899502	12.0464955919888	PINE	Adult	44.5633840657307	0
33.1977778882792	15.0311671083909	PINE	Adult	21.326762374314	0
32.0928377583114	19.6131680310937	PINE	Adult	29.7619743581844	0
33.1258259938695	22.7103273581015	PINE	Adult	37.5605665696873	0
31.0318034054289	22.747827400919	PINE	Adult	21.6450722604978	0
28.8938777960793	24.2326701272978	PINE	Adult	32.1492985045629	0
26.8177110115357	29.1658864521305	PINE	Adult	27.374650211806	0
25.2062459982553	32.7554990118369	PINE	Adult	36.2873270249521	0
24.4264134440091	35.9963972591213	PINE	Adult	25.783100780887	0
22.9546246353493	35.6889362403308	PINE	Adult	27.8521150410817	0
21.7101680401465	36.3788656521938	PINE	Adult	28.6478897565412	0
20.2083562143016	42.1919862497016	QURA	Adult	41.6985950900766	0
16.1599279748407	42.2644974532304	QURA	Adult	23.5549315776005	0
14.2314163674382	43.74559575069	QURO	Adult	24.5098612361519	0
26.6618761474747	43.8567803404294	PINE	Adult	23.8732414637843	0
31.878982283095	42.7618867653073	PINE	Adult	27.0563403256222	0
32.1542000557602	42.5344110860024	QURO	Adult	8.59436692696235	0
34.5294883372117	38.7085753460997	PINE	Adult	35.6507072525846	0
34.8964993435584	35.8088919370202	PINE	Adult	28.3295798703574	0
37.7264517519288	33.977838913328	SOAU	Adult	4.77464829275686	0
41.1846970885017	28.2409645144944	PINE	Adult	23.2366216914167	0
6.05479867519171	43.3356921385275	PINE	Adult	40.7436654315252	0
0.0819031401406392	41.2172197017353	PINE	Adult	46.1549334966496	0
1.25461700426968	36.5227233848418	PINE	Adult	40.4253555453414	0
0.785940567460784	37.6438545970013	QURO	Adult	23.2366216914167	0
0.678495424457651	19.9532896335004	PINE	Adult	29.6028194150925	0
1.16505324791069	23.7278730024118	SOAU	Adult	4.77464829275686	0
16.3879939907347	0.421571896818932	PINE	Adult	25.783100780887	0
16.1905451982093	1.09274949680548	PINE	Adult	17.5070437401085	0
14.2301384654493	0.794042483496014	PINE	Adult	35.9690171387684	0
12.7762067074582	5.3822988870088	PINE	Adult	33.422538049298	0
9.08870947669493	6.11599118943559	PINE	Adult	31.8309886183791	0
10.5045918462347	11.0979374524322	PINE	Adult	26.4197205532546	0
12.1219678221314	11.7366078403429	PINE	Adult	31.5126787321953	0
14.3256447842214	13.9226063071401	PINE	Adult	26.7380304394384	0
18.8787092594794	10.8366709896945	PINE	Adult	38.8338061144225	0
20.8809501760406	13.47137412749	PINE	Adult	34.6957775940332	0
17.4805631838899	18.5395851965295	PINE	Adult	42.653524748628	0
17.7318054767893	20.8718289473909	PINE	Adult	22.6000019190491	0
20.1727709599872	24.6114088910981	SOAU	Adult	7.63943726841098	0
78.7661387823391	1.86398192710476	PINE	Adult	27.0563403256222	0
39.2106955760246	11.5852870389936	PINE	Adult	30.5577490736439	0
30.0908372946651	5.29473836463876	PINE	Adult	31.8309886183791	0
25.8050118333995	7.70823628263315	PINE	Adult	29.9211293012763	0
25.9446137519553	7.7057361130137	PINE	Adult	33.422538049298	0
25.1927408422998	8.60938971693395	PINE	Adult	38.1971863420549	0
19.1280278576087	9.16310287662782	PINE	Adult	17.8253536262923	0
19.3056227145717	3.48497303220211	PINE	Snag	29.6028194150925	0
10.1138063553153	4.87362050829688	PINE	Adult	21.6450722604978	0
1.54212124589685	13.5952278480399	PINE	Adult	24.8281711223357	0
1.88088451390649	32.5056575807976	PINE	Adult	18.1436635124761	0
